Position,Track Name,Artist,Streams,URL,Country,Start Date,End Date
186,iSpy (feat. Lil Yachty),KYLE,2979074,https://open.spotify.com/track/2EEeOnHehOozLq4aS0n6SL,global,2016-12-23,2016-12-30
187,All I Want for Christmas Is You,Michael Bublé,2978819,https://open.spotify.com/track/0xPaZrF25ltzvz1a2Pm5DQ,global,2016-12-23,2016-12-30
188,Christmas Lights,Coldplay,2974733,https://open.spotify.com/track/4fzyvSu73BhGvi96p2zwjL,global,2016-12-23,2016-12-30
189,Me llamas (feat. Maluma) - Remix,Piso 21,2974609,https://open.spotify.com/track/5hEM0JchdVzQ5PwvSfITeX,global,2016-12-23,2016-12-30
190,Gyal You A Party Animal - Remix,Charly Black,2962885,https://open.spotify.com/track/1AkTW13ysu0AJrwuM6UY0I,global,2016-12-23,2016-12-30
191,Secrets,The Weeknd,2956670,https://open.spotify.com/track/3DX4Y0egvc0slLcLl31h2p,global,2016-12-23,2016-12-30
192,Faith - Remastered,George Michael,2934931,https://open.spotify.com/track/0HEmnAUT8PHznIAAmVXqFJ,global,2016-12-23,2016-12-30
193,Let Me Hold You (Turn Me On),Dante Klein,2925768,https://open.spotify.com/track/0lmdsH1MIoLsMymnNpd6HU,global,2016-12-23,2016-12-30
194,Low Life (feat. The Weeknd),Future,2916084,https://open.spotify.com/track/7EiZI6JVHllARrX9PUvAdX,global,2016-12-23,2016-12-30
195,Used to This (feat. Drake),Future,2901747,https://open.spotify.com/track/78sr3ogs4UzITcCNbXM9cM,global,2016-12-23,2016-12-30
196,No Role Modelz,J. Cole,2900495,https://open.spotify.com/track/62vpWI1CHwFy7tMIcSStl8,global,2016-12-23,2016-12-30
197,Swang,Rae Sremmurd,2900455,https://open.spotify.com/track/6mapJIPnQ23RTAevUoE0DL,global,2016-12-23,2016-12-30
198,Taped up Heart (feat. Clara Mae),KREAM,2871891,https://open.spotify.com/track/26hcyzSE154xMZCbFdtInA,global,2016-12-23,2016-12-30
199,You & Me,Marc E. Bassy,2853532,https://open.spotify.com/track/4QdovcM8j50QPlyR7tH4xe,global,2016-12-23,2016-12-30
200,Hymn for the Weekend,Coldplay,2847836,https://open.spotify.com/track/3RiPr603aXAoi4GHyXx0uy,global,2016-12-23,2016-12-30
1,Starboy,The Weeknd,25734078,https://open.spotify.com/track/5aAx2yezTd8zXrkmtKl66Z,global,2016-12-30,2017-01-06
2,Closer,The Chainsmokers,23519705,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw,global,2016-12-30,2017-01-06
3,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,21216399,https://open.spotify.com/track/5knuzwU65gJK7IF5yJsuaW,global,2016-12-30,2017-01-06
4,Let Me Love You,DJ Snake,19852704,https://open.spotify.com/track/4pdPtRcBmOSQDlJ3Fk945m,global,2016-12-30,2017-01-06
5,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,18316326,https://open.spotify.com/track/3NdDpSvN911VPGivFlV5d0,global,2016-12-30,2017-01-06
6,Don't Wanna Know,Maroon 5,18064374,https://open.spotify.com/track/5MFzQMkrl1FOOng9tq6R9r,global,2016-12-30,2017-01-06
7,Fake Love,Drake,17037036,https://open.spotify.com/track/343YBumqHu19cGoGARUTsd,global,2016-12-30,2017-01-06
8,Say You Won't Let Go,James Arthur,16950854,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh,global,2016-12-30,2017-01-06
9,24K Magic,Bruno Mars,16736035,https://open.spotify.com/track/6b8Be6ljOzmkOmFslEb23P,global,2016-12-30,2017-01-06
10,I Feel It Coming,The Weeknd,16609685,https://open.spotify.com/track/5GXAXm5YOmYT0kL5jHvYBt,global,2016-12-30,2017-01-06
11,Black Beatles,Rae Sremmurd,16130702,https://open.spotify.com/track/6fujklziTHa8uoM5OQSfIo,global,2016-12-30,2017-01-06
12,One Dance,Drake,15958402,https://open.spotify.com/track/1xznGGDReH1oQq0xzbwXa3,global,2016-12-30,2017-01-06
13,Chantaje (feat. Maluma),Shakira,14458068,https://open.spotify.com/track/6mICuAdrwEjh6Y6lroV2Kg,global,2016-12-30,2017-01-06
14,Cold Water (feat. Justin Bieber & MØ),Major Lazer,14278458,https://open.spotify.com/track/6DNtNfH8hXkqOX1sjqmI7p,global,2016-12-30,2017-01-06
15,Call On Me - Ryan Riback Extended Remix,Starley,14030444,https://open.spotify.com/track/78rIJddV4X0HkNAInEcYde,global,2016-12-30,2017-01-06
16,In the Name of Love,Martin Garrix,13936848,https://open.spotify.com/track/04DwTuZ2VBdJCCC5TROn7L,global,2016-12-30,2017-01-06
17,Bad and Boujee (feat. Lil Uzi Vert),Migos,13030993,https://open.spotify.com/track/4Km5HrUvYTaSUfiSGPJeQR,global,2016-12-30,2017-01-06
18,Side To Side,Ariana Grande,12802756,https://open.spotify.com/track/4pLwZjInHj3SimIyN9SnOz,global,2016-12-30,2017-01-06
19,Just Hold On,Steve Aoki,12713391,https://open.spotify.com/track/3EmmCZoqpWOTY1g2GBwJoR,global,2016-12-30,2017-01-06
20,Starving,Hailee Steinfeld,11678776,https://open.spotify.com/track/1qOLh0tI7trd1zdDKxYZTe,global,2016-12-30,2017-01-06
21,Bad Things (with Camila Cabello),Machine Gun Kelly,11496707,https://open.spotify.com/track/1PSBzsahR2AKwLJgx8ehBj,global,2016-12-30,2017-01-06
22,Mercy,Shawn Mendes,11257008,https://open.spotify.com/track/4TZy1wLyHec06pwgFYDh1a,global,2016-12-30,2017-01-06
23,My Way,Calvin Harris,11099145,https://open.spotify.com/track/1vvNmPOiUuyCbgWmtc6yfm,global,2016-12-30,2017-01-06
24,All We Know,The Chainsmokers,11002831,https://open.spotify.com/track/2rizacJSyD9S1IQUxUxnsK,global,2016-12-30,2017-01-06
25,Don't Let Me Down (feat. Daya),The Chainsmokers,10662121,https://open.spotify.com/track/0QsvXIfqM0zZoerQfsI9lm,global,2016-12-30,2017-01-06
26,Treat You Better,Shawn Mendes,10655487,https://open.spotify.com/track/4Hf7WnR761jpxPr5D46Bcd,global,2016-12-30,2017-01-06
27,Heathens,Twenty One Pilots,10591337,https://open.spotify.com/track/6i0V12jOa3mr6uu4WYhUBr,global,2016-12-30,2017-01-06
28,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",Justin Timberlake,10147451,https://open.spotify.com/track/6JV2JOEocMgcZxYSZelKcc,global,2016-12-30,2017-01-06
29,Scars To Your Beautiful,Alessia Cara,9456847,https://open.spotify.com/track/0prNGof3XqfTvNDxHonvdK,global,2016-12-30,2017-01-06
30,All Night,The Vamps,9219626,https://open.spotify.com/track/1yNyoWWWikbLhwIGWjZuDW,global,2016-12-30,2017-01-06
31,Cheap Thrills,Sia,9085236,https://open.spotify.com/track/27SdWb2rFzO6GWiYDBTD9j,global,2016-12-30,2017-01-06
32,Now and Later,Sage The Gemini,8963739,https://open.spotify.com/track/43jBqV3j3Xi1g6wO0bhIMd,global,2016-12-30,2017-01-06
33,Love Me Now,John Legend,8876988,https://open.spotify.com/track/6nxQdXa1uAL0rY72wPZu89,global,2016-12-30,2017-01-06
34,By Your Side,Jonas Blue,8796175,https://open.spotify.com/track/1D3ODoXHBLpdxolZRHWV1j,global,2016-12-30,2017-01-06
35,Reggaetón Lento (Bailemos),CNCO,8739078,https://open.spotify.com/track/3AEZUABDXNtecAOSC1qTfo,global,2016-12-30,2017-01-06
36,Alone,Alan Walker,8667916,https://open.spotify.com/track/0JiVRyTJcJnmlwCZ854K4p,global,2016-12-30,2017-01-06
37,The Mack,Nevada,8616666,https://open.spotify.com/track/7aV2mflaASUmGhCErm7kBO,global,2016-12-30,2017-01-06
38,I Would Like,Zara Larsson,8595924,https://open.spotify.com/track/4Q4jmPHwu0wrJvqrld0FQ6,global,2016-12-30,2017-01-06
39,Shed a Light,Robin Schulz,8509565,https://open.spotify.com/track/1cG0umU5TKStygKsPFZ9pY,global,2016-12-30,2017-01-06
40,I Took A Pill In Ibiza - Seeb Remix,Mike Posner,8454914,https://open.spotify.com/track/17Fd6Yb7mSbinKG8LoWfFl,global,2016-12-30,2017-01-06
41,We Don't Talk Anymore (feat. Selena Gomez),Charlie Puth,8303152,https://open.spotify.com/track/68EMU2RD1ECNeOeJ5qAXCV,global,2016-12-30,2017-01-06
42,Hear Me Now,Alok,8207067,https://open.spotify.com/track/1a5Yu5L18qNxVhXx38njON,global,2016-12-30,2017-01-06
43,Safari,J Balvin,7845521,https://open.spotify.com/track/6rQSrBHf7HlZjtcMZ4S4bO,global,2016-12-30,2017-01-06
44,Broccoli (feat. Lil Yachty),Shelley FKA DRAM,7780722,https://open.spotify.com/track/7yyRTcZmCiyzzJlNzGC9Ol,global,2016-12-30,2017-01-06
45,This Is What You Came For (feat. Rihanna),Calvin Harris,7637496,https://open.spotify.com/track/0azC730Exh71aQlOt9Zj3y,global,2016-12-30,2017-01-06
46,"How Far I'll Go - From ""Moana""",Alessia Cara,7503448,https://open.spotify.com/track/5hYTyyh2odQKphUbMqc5gN,global,2016-12-30,2017-01-06
47,Caroline,Aminé,7431437,https://open.spotify.com/track/5GFDrUTLGJix84sNhjCG0g,global,2016-12-30,2017-01-06
48,Work from Home (feat. Ty Dolla $ign),Fifth Harmony,7241437,https://open.spotify.com/track/4tCtwWceOPWzenK2HAIJSb,global,2016-12-30,2017-01-06
49,Vente Pa' Ca (feat. Maluma),Ricky Martin,7074781,https://open.spotify.com/track/7DM4BPaS7uofFul3ywMe46,global,2016-12-30,2017-01-06
50,Otra vez (feat. J Balvin),Zion & Lennox,6786526,https://open.spotify.com/track/3QwBODjSEzelZyVjxPOHdq,global,2016-12-30,2017-01-06
51,Party Monster,The Weeknd,6656284,https://open.spotify.com/track/4F7A0DXBrmUAkp32uenhZt,global,2016-12-30,2017-01-06
52,Sexual,NEIKED,6572154,https://open.spotify.com/track/3AsAuGTaDQzavZZThyYlop,global,2016-12-30,2017-01-06
53,Perfect Strangers,Jonas Blue,6506901,https://open.spotify.com/track/1CUVN2kn7mW5FjkqXTR2W1,global,2016-12-30,2017-01-06
54,The Greatest (feat. Kendrick Lamar),Sia,6452978,https://open.spotify.com/track/7xHWNBFm6ObGEQPaUxHuKO,global,2016-12-30,2017-01-06
55,Ride,Twenty One Pilots,6437621,https://open.spotify.com/track/2Z8WuEywRWYTKe1NybPQEW,global,2016-12-30,2017-01-06
56,Bounce Back,Big Sean,6363452,https://open.spotify.com/track/0SGkqnVQo9KPytSri1H6cF,global,2016-12-30,2017-01-06
57,Deja Vu,J. Cole,6314763,https://open.spotify.com/track/6I6NX6tjGsxFAsIfGzY9lJ,global,2016-12-30,2017-01-06
58,Solo Dance,Martin Jensen,6284819,https://open.spotify.com/track/6HUnnBwYZqcED1eQztxMBN,global,2016-12-30,2017-01-06
59,Work,Rihanna,6239752,https://open.spotify.com/track/14WWzenpaEgQZlqPq2nk4v,global,2016-12-30,2017-01-06
60,Too Good,Drake,5953272,https://open.spotify.com/track/11KJSRSgaDxqydKYiD2Jew,global,2016-12-30,2017-01-06
61,Human,Rag'n'Bone Man,5918973,https://open.spotify.com/track/58zsLZPvfflaiIbNWoA22O,global,2016-12-30,2017-01-06
62,Love Yourself,Justin Bieber,5890670,https://open.spotify.com/track/3hB5DgAiMAQ4DzYbsMq1IT,global,2016-12-30,2017-01-06
63,Stressed Out,Twenty One Pilots,5871752,https://open.spotify.com/track/3CRDbSIZ4r5MsZ0YwxuEkn,global,2016-12-30,2017-01-06
64,Faded,Alan Walker,5824048,https://open.spotify.com/track/7gHs73wELdeycvS48JfIos,global,2016-12-30,2017-01-06
65,Sorry,Justin Bieber,5808895,https://open.spotify.com/track/69bp2EbF7Q2rqc5N3ylezZ,global,2016-12-30,2017-01-06
66,Panda,Desiigner,5724207,https://open.spotify.com/track/5OOkp4U9P9oL23maHFHL1h,global,2016-12-30,2017-01-06
67,"i hate u, i love u (feat. olivia o'brien)",gnash,5635133,https://open.spotify.com/track/7vRriwrloYVaoAe3a9wJHe,global,2016-12-30,2017-01-06
68,Make Me (Cry),Noah Cyrus,5566396,https://open.spotify.com/track/2BrzlUj1u1CtvaJDGIKpsP,global,2016-12-30,2017-01-06
69,Water Under the Bridge,Adele,5353806,https://open.spotify.com/track/4vb4mFvYsr2h6enhjJsq9Y,global,2016-12-30,2017-01-06
70,Cake By The Ocean,DNCE,5330563,https://open.spotify.com/track/2aFiaMXmWsM3Vj72F9ksBl,global,2016-12-30,2017-01-06
71,The Greatest,Sia,5284495,https://open.spotify.com/track/6bLopGnirdrilrpdVB6Um1,global,2016-12-30,2017-01-06
72,Hymn for the Weekend - Seeb Remix,Coldplay,5270881,https://open.spotify.com/track/1OAiWI2oPmglaOiv9fdioU,global,2016-12-30,2017-01-06
73,The Ocean (feat. Shy Martin),Mike Perry,5266699,https://open.spotify.com/track/2CPqh63wRVscbceKcPxwvv,global,2016-12-30,2017-01-06
74,Lot to Learn,Luke Christopher,5255557,https://open.spotify.com/track/3TRFq09DUgYj1mug6RRqJW,global,2016-12-30,2017-01-06
75,"Sucker for Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",Lil Wayne,5195824,https://open.spotify.com/track/4dASQiO1Eoo3RJvt74FtXB,global,2016-12-30,2017-01-06
76,Light It Up (feat. Nyla & Fuse ODG) - Remix,Major Lazer,5194169,https://open.spotify.com/track/0L7loeTIg6akW84aEQZpCT,global,2016-12-30,2017-01-06
77,Setting Fires,The Chainsmokers,5143530,https://open.spotify.com/track/0B8B8cVRFIG1yznoQe7c9s,global,2016-12-30,2017-01-06
78,Controlla,Drake,5104189,https://open.spotify.com/track/6F609ICg9Spjrw1epsAnpa,global,2016-12-30,2017-01-06
79,Deu Onda,MC G15,5074994,https://open.spotify.com/track/0EPxmvsG1BY5td4aTOkWBF,global,2016-12-30,2017-01-06
80,La Bicicleta,Carlos Vives,5034668,https://open.spotify.com/track/0sXvAOmXgjR2QUqLK1MltU,global,2016-12-30,2017-01-06
81,Shout Out to My Ex,Little Mix,5010693,https://open.spotify.com/track/0YHUITU3w6ws1v8ehT264g,global,2016-12-30,2017-01-06
82,Into You,Ariana Grande,5007872,https://open.spotify.com/track/7yHEDfrJNd0zWOfXwydNH0,global,2016-12-30,2017-01-06
83,Trust Nobody (feat. Selena Gomez & Tory Lanez),Cashmere Cat,4987309,https://open.spotify.com/track/2wDjpPW3HZdA9quPPmZAMu,global,2016-12-30,2017-01-06
84,Traicionera,Sebastian Yatra,4882394,https://open.spotify.com/track/5J1c3M4EldCfNxXwrwt8mT,global,2016-12-30,2017-01-06
85,Sunset Lover,Petit Biscuit,4870064,https://open.spotify.com/track/0hNduWmlWmEmuwEFcYvRu1,global,2016-12-30,2017-01-06
86,X (feat. Future),21 Savage,4860530,https://open.spotify.com/track/6fwdbPMwP1zVStm8FybmkO,global,2016-12-30,2017-01-06
87,Chill Bill (feat. J. Davi$ & Spooks),Rob $tone,4855305,https://open.spotify.com/track/5uDASfU19gDxSjW8cnCaBp,global,2016-12-30,2017-01-06
88,Needed Me,Rihanna,4780393,https://open.spotify.com/track/1Tt4sE4pXi57mTD1GCzsqm,global,2016-12-30,2017-01-06
89,7 Years,Lukas Graham,4707790,https://open.spotify.com/track/7129iqBafaphfc3WPCGC0L,global,2016-12-30,2017-01-06
90,Juju on That Beat (TZ Anthem),Zay Hilfigerrr,4580028,https://open.spotify.com/track/1lItf5ZXJc1by9SbPeljFd,global,2016-12-30,2017-01-06
91,All Time Low,Jon Bellion,4566918,https://open.spotify.com/track/1CnPYaKxTVb4LWOtiGOm0m,global,2016-12-30,2017-01-06
92,Capsize,FRENSHIP,4535409,https://open.spotify.com/track/2XMTqoHHSH0lvuXrvIEdco,global,2016-12-30,2017-01-06
93,Send My Love (To Your New Lover),Adele,4507243,https://open.spotify.com/track/4BHzQ9C00ceJxfG16AlNWb,global,2016-12-30,2017-01-06
94,Fast Car,Jonas Blue,4476496,https://open.spotify.com/track/6OZh916QF8XNunWaP97WEZ,global,2016-12-30,2017-01-06
95,Versace on the Floor,Bruno Mars,4471484,https://open.spotify.com/track/0kN8xEmgMW9mh7UmDYHlJP,global,2016-12-30,2017-01-06
96,Sneakin’,Drake,4450133,https://open.spotify.com/track/4ckuS4Nj4FZ7i3Def3Br8W,global,2016-12-30,2017-01-06
97,This Girl (Kungs Vs. Cookin' On 3 Burners),Kungs,4429308,https://open.spotify.com/track/0tICYNayWWhH9GPeFrfjfD,global,2016-12-30,2017-01-06
98,Shaky Shaky,Daddy Yankee,4422007,https://open.spotify.com/track/58IL315gMSTD37DOZPJ2hf,global,2016-12-30,2017-01-06
99,DUELE EL CORAZON (feat. Wisin),Enrique Iglesias,4372050,https://open.spotify.com/track/6YZdkObH88npeKrrkb8Ggf,global,2016-12-30,2017-01-06
100,Steady 1234 (feat. Jasmine Thompson & Skizzy Mars),Vice,4358210,https://open.spotify.com/track/40UroIGvsMPLPBYwH8rMNA,global,2016-12-30,2017-01-06
101,Sidewalks,The Weeknd,4342298,https://open.spotify.com/track/4h90qkbnW1Qq6pBhoPvwko,global,2016-12-30,2017-01-06
102,Middle,DJ Snake,4329068,https://open.spotify.com/track/4OZEu0Vwq0RB2LAq14v99n,global,2016-12-30,2017-01-06
103,Photograph,Ed Sheeran,4310532,https://open.spotify.com/track/6fxVffaTuwjgEk5h9QyRjy,global,2016-12-30,2017-01-06
104,Sex,Cheat Codes,4278981,https://open.spotify.com/track/5DA77EqppDmCTWGovd4oTP,global,2016-12-30,2017-01-06
105,Final Song,MØ,4238426,https://open.spotify.com/track/4qqArAiTPueDxIp7cf87h7,global,2016-12-30,2017-01-06
106,I Got You,Bebe Rexha,4229584,https://open.spotify.com/track/1FUViuNSldssMIawrOXF2i,global,2016-12-30,2017-01-06
107,"Me, Myself & I",G-Eazy,4213342,https://open.spotify.com/track/40YcuQysJ0KlGQTeGUosTC,global,2016-12-30,2017-01-06
108,Fresh Eyes,Andy Grammer,4197759,https://open.spotify.com/track/4nMlau89VAjmV7agkl7OY3,global,2016-12-30,2017-01-06
109,Lighthouse - Andrelli Remix,Hearts & Colors,4134591,https://open.spotify.com/track/04CttTezSnv71USiiG9mIo,global,2016-12-30,2017-01-06
110,No Heart,21 Savage,4133574,https://open.spotify.com/track/4gmmRb6bZJffOOiww1JGTO,global,2016-12-30,2017-01-06
111,Six Feet Under,The Weeknd,4080235,https://open.spotify.com/track/4mU5iXHeLgbR94siF7p1sY,global,2016-12-30,2017-01-06
112,Dile Que Tu Me Quieres,Ozuna,4019163,https://open.spotify.com/track/20ZAJdsKB5IGbGj4ilRt2o,global,2016-12-30,2017-01-06
113,Lean On (feat. MØ & DJ Snake),Major Lazer,4019075,https://open.spotify.com/track/4WjH9Bzt3kx7z8kl0awxh4,global,2016-12-30,2017-01-06
114,"Ay Mi Dios (feat. Pitbull, Yandel & Chacal)",IAmChino,3988644,https://open.spotify.com/track/6stYbAJgTszHAHZMPxWWCY,global,2016-12-30,2017-01-06
115,Love on Me,Galantis,3982786,https://open.spotify.com/track/2MHCiOohBZEQuLgDTPvSzF,global,2016-12-30,2017-01-06
116,OOOUUU,Young M.A,3972504,https://open.spotify.com/track/7JYsArznYOjX2jsrT3UEnL,global,2016-12-30,2017-01-06
117,This Town,Niall Horan,3961398,https://open.spotify.com/track/5nA67Y0XX9JipZwYxX7Gl7,global,2016-12-30,2017-01-06
118,Redbone,Childish Gambino,3942364,https://open.spotify.com/track/3kxfsdsCpFgN412fpnW85Y,global,2016-12-30,2017-01-06
119,Weak,AJR,3930815,https://open.spotify.com/track/3E2Zh20GDCR9B1EYjfXWyv,global,2016-12-30,2017-01-06
120,Thinking out Loud,Ed Sheeran,3883321,https://open.spotify.com/track/1Slwb6dOYkBlWal1PGtnNg,global,2016-12-30,2017-01-06
121,Dancing On My Own,Calum Scott,3870258,https://open.spotify.com/track/02WacdrRpm4zlP8H7X6bnQ,global,2016-12-30,2017-01-06
122,PILLOWTALK,ZAYN,3861117,https://open.spotify.com/track/0PDUDa38GO8lMxLCRc4lL1,global,2016-12-30,2017-01-06
123,Dynamite (feat. Pretty Sister),Nause,3812275,https://open.spotify.com/track/2Ae5awwKvQpTBKQHr1TYCg,global,2016-12-30,2017-01-06
124,Lush Life,Zara Larsson,3786825,https://open.spotify.com/track/1rIKgCH4H52lrvDcz50hS8,global,2016-12-30,2017-01-06
125,Ain't My Fault,Zara Larsson,3739087,https://open.spotify.com/track/0ADG9OgdVTL7fgREP75BrZ,global,2016-12-30,2017-01-06
126,No Problem (feat. Lil Wayne & 2 Chainz),Chance the Rapper,3737135,https://open.spotify.com/track/0v9Wz8o0BT8DU38R4ddjeH,global,2016-12-30,2017-01-06
127,Hello,Adele,3703686,https://open.spotify.com/track/4sPmO7WMQUAf45kwMOtONw,global,2016-12-30,2017-01-06
128,Never Be Like You,Flume,3684307,https://open.spotify.com/track/12REd1n8PeiHHWOh066tpr,global,2016-12-30,2017-01-06
129,Roses (feat. ROZES),The Chainsmokers,3608588,https://open.spotify.com/track/6O6M7pJLABmfBRoGZMu76Y,global,2016-12-30,2017-01-06
130,iSpy (feat. Lil Yachty),KYLE,3575433,https://open.spotify.com/track/2EEeOnHehOozLq4aS0n6SL,global,2016-12-30,2017-01-06
131,No Money,Galantis,3554030,https://open.spotify.com/track/0gb1J5UrTpzaU1s3nupgCd,global,2016-12-30,2017-01-06
132,Love On The Brain,Rihanna,3542741,https://open.spotify.com/track/2aksifNn5ph8igDOkPBA02,global,2016-12-30,2017-01-06
133,Borro Cassette,Maluma,3540886,https://open.spotify.com/track/6DUdDIRgLqCGq1DwkNWQTN,global,2016-12-30,2017-01-06
134,pick up the phone,Young Thug,3536673,https://open.spotify.com/track/20dP2DaMHIAmwWAbp7peSr,global,2016-12-30,2017-01-06
135,Some Kind Of Drug (feat. Marc E. Bassy),G-Eazy,3535347,https://open.spotify.com/track/1Bqxj0aH5KewYHKUg1IdrF,global,2016-12-30,2017-01-06
136,What Do You Mean?,Justin Bieber,3524637,https://open.spotify.com/track/3pzjHKrQSvXGHQ98dx18HI,global,2016-12-30,2017-01-06
137,Stitches,Shawn Mendes,3519447,https://open.spotify.com/track/1WP1r7fuvRqZRnUaTi2I1Q,global,2016-12-30,2017-01-06
138,Neighbors,J. Cole,3496249,https://open.spotify.com/track/0utlOiJy2weVl9WTkcEWHy,global,2016-12-30,2017-01-06
139,Andas En Mi Cabeza,Chino & Nacho,3478154,https://open.spotify.com/track/5mey7CLLuFToM2P68Qu1gF,global,2016-12-30,2017-01-06
140,Vacaciones,Wisin,3474525,https://open.spotify.com/track/3dQDid3IUNhZy1OehIfYfE,global,2016-12-30,2017-01-06
141,You Was Right,Lil Uzi Vert,3452754,https://open.spotify.com/track/2ANLarE8yHVsLWW21nj79M,global,2016-12-30,2017-01-06
142,No Lie,Sean Paul,3424555,https://open.spotify.com/track/3cFsmM51N5zMAuu1nNY4Tw,global,2016-12-30,2017-01-06
143,Me llamas (feat. Maluma) - Remix,Piso 21,3389017,https://open.spotify.com/track/5hEM0JchdVzQ5PwvSfITeX,global,2016-12-30,2017-01-06
144,Light,San Holo,3351499,https://open.spotify.com/track/7zTx8ePYAmPFQuxP3xlXZn,global,2016-12-30,2017-01-06
145,Wake Up Where You Are,State of Sound,3318446,https://open.spotify.com/track/2s76aKBWKShlwPC4xTtEEE,global,2016-12-30,2017-01-06
146,Reminder,The Weeknd,3316620,https://open.spotify.com/track/37F0uwRSrdzkBiuj0D5UHI,global,2016-12-30,2017-01-06
147,Hotline Bling,Drake,3281748,https://open.spotify.com/track/2FBUoWkIuQXwayw2RNo5l6,global,2016-12-30,2017-01-06
148,Let Me Hold You (Turn Me On),Dante Klein,3259850,https://open.spotify.com/track/0lmdsH1MIoLsMymnNpd6HU,global,2016-12-30,2017-01-06
149,Miss You,James Hersey,3216083,https://open.spotify.com/track/7of1slAJIWrXxP8ikAHxje,global,2016-12-30,2017-01-06
